5,Air France,,,,France,"During the six months, Ruder Finn was engaged in the following activities on behalf of Air France: 1. Media Relations 2. Special Events/Gateway Launches 3. Press Trips 4. Crisis Communications 5. General Counsel",58,5,True,74
67,El Al Israel Airlines,,,,Israel,"During the six months, Ruder Finn was engaged in the following activities on behalf of El Al Airways: 1. Media Relations 2. Special Events 3. Crisis Communications 4. General Counsel",58,67,True,75
180,Jamaica Tourist Board,,,,Jamaica,"During the six months, Ruder Finn was engaged in the following activities on behalf of Jamaica Tourist Board: 1. Media Relations 2. Special Events 3. Crisis Communications 4. General Counsel",58,180,True,76
230,"Novartis, A.G.",,,,Switzerland,"Communications and Public Relations activities for Novartis International AG, Basel Switzerland.",58,230,True,77
355,Tourism Development and Investing Company (TDIC),,,,United Arab Emirates,"During the six months, Ruder Finn was engaged in the following activities on behalf of: Tourism, Development & Investment Company Abu Dhabi, United Arab Emirates 1. Media relations regarding Saadiyat Island Cultural District",58,355,True,78
363,Ullens Center for Comtemporary Art,,,,China,"1. Weekly conference calls with Ullens Center for Comtemporary Art 2. Coordinated media attendance at Ullens Center for Contemporary Art grand opening 3. Wrote press kit materials 4. Coordinated international press briefing, media tours and interviews at Ullens Center for Comtemporary Art grand opening 5. Mailed press materials to U.S. media 6. Collected and shared U.S. coverage with Ullens Center for Contemporary Art team.",58,363,True,79
5,Air France,,,,France,"During the six months, Ruder Finn was engaged in the following activities on behalf of Air France: 1. Media Relations 2. Special Events/Gateway Launches 3. Press Trips 4. Crisis Communications 5. General Counsel",59,5,True,80
67,El Al Israil Airlines,,,,Israel,"During the six months, Ruder Finn was engaged in the following activities on behalf of El Al Airways: 1. Media Relations 2. Special Events 3. Crisis Communications 4. General Counsel",59,67,True,81
180,Jamaica Tourist Board,,,,Jamaica,"During the six months, Ruder Finn was engaged in the following activities on behalf of Jamaica Tourist Board: 1. Media Relations 2. Special Events 3. Crisis Communications 4. General Counsel",59,180,True,82
230,Novartis A.G.,,,,Switzerland,"During the six months, Ruder Finn was engaged in the following activities on behalf of: Novartis International AG, Basel, Switzerland - Public Relations and Communications activities",59,230,True,83
355,Tourism Development & Investing Company,,,,United Arab Emirates,"During the six months, Ruder Finn was engaged in the following activities on behalf of: Tourism Development and Investing Company (TDIC) 1. Public relations and media relations activities related to the Saadiyat Island Cultural District",59,355,True,84
197,Korea Trade - Investment Promotion Agency (KOTRA),,,,Korea,"All the activities performed by the New York office are common to the other branch offices including L.A., Chicago, Dallas, Miami, Washington, San Francisco, Detroit and Atlanta. Examples of such activities are as follows: - Research and analysis of U.S. industry and market - Participation in trade shows and exhibitions - Inducement of U.S. investments into Korea - Introduction of Korean commodities to potential American buyers.",60,197,True,85
182,Japan External Trade Organization (JETRO),,Tokyo,,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is a non-profit, Japanese-government supported organization dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains offices in New York, San Francisco, Chicago, Los Angeles, Houston and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S.-Japan economic and trade relations and engage in various activities to promote trade and direct investment between Japan and the United States. JETRO offices in the United States are believed to serve similar functions as those of the United States Trade Center (of the United States Department of Commerce) established in Japan. As the New York bases office of JETRO.  JETRO New York provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business as well as U.S. Japanese economic and trade relations.  JETRO New York also monitors the development of U.S. economic and market conditions for JETRO.",61,182,True,86
177,Ishikawa Prefectural Government,,,,Japan,"JETRO New York also serves as a branch office of the Ishikawa Prefectural Government. As such, JETRO New York engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the Ishikawa Prefectural Government. As part of such activities, JETRO New York provides information and materials relating to the Ishikawa Prefectural Government. It also monitors U.S. economic and market conditions for the Ishikawa Prefectural Government.",61,177,True,87
186,Kanagawa Prefectural Government,,,,Japan,"JETRO New York also serves as a branch office of the Kanagawa Prefectural Government. As such, JETRO New York engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the Kanagawa Prefectural Government. As part of such activities, JETRO New York provides information and materials relating to the Kanagawa Prefectural Government. It also monitors U.S. economic and market conditions for the Kanagawa Prefectural Government.",61,186,True,88
157,His Holiness the Dalai Lama,,,,Tibet,"1. Meeting and discussions with groups & Individual to develop an understand of the problems of Tibet and seek assistance. 2. Contact organizations and individuals to seek support of Tibetan refugees in India, Nepal and elsewhere. 3. Publication of news Tibet in Spanish language and dessimination of other general information. 4. Support and coordination of refugees and other Association N. America. 5. Coordinate His Holiness the Dalai Lama's visit to the Americas.",65,157,True,92
157,His Holiness The Dalai Lama,,,,Tibet,"1. Meeting & Discussion with groups & individual to develop an understand of the problems of Tibet & seek assistance 2. Contact organization & individual to seek support of Tibetan refugees in India, Nepal and elsewhere. 3. publication of News Tibet in spanish Language & dessimination of other general information. 4. support & coordination of refugees & other Association in North America. 5. Coordinate His Holiness The Dalai Lama's visit to the Americas.",66,157,True,93
299,State of Israel,,,,Israel,"The Registrant rendered advice to the foreign principal with respect to various financing vehicles and U.S. laws, regulations and policies relating to taxation, banking, international trade, customs, immigration, economic and financial matters, Holocaust survivor insurance claims, and the U.S. - Israel Science and Technology Commission. The Registrant provided advice and assistance on the registration of debt securities with the U.S. Securities and Exchange Commission, and on the implementation, through USAID, of the loan guarantee program established pursuant to the Supplemental Appropriations Act. The Registrant represented the foreign principal in litigation in In re Holocaust Era Assets (United States District Court for the Eastern District of New York), in Matar v. Dichter (United States Court of Appeals for the Second Circuit), and in Belhas v. Ya'alon (United States Court of Appeals for the District of Columbia Circuit). The Registrant provided advice concerning existing, proposed and pending foreign aid, energy cooperation, and international trade-related legislation and/or agreements.",67,299,True,94
172,"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay",,,,Kuwait,"The Registrant rendered advice and assistance to the foreign principal in efforts to obtain due process for the Kuwaiti detainees in U.S. custody at Guantanamo Bay, including advice on public relations efforts, advice on communications with U.S. Government officials, and litigation-related activities (in connection with the lawsuit in the U.S. District Court for the District of Columbia captioned Fawzi Khalid Abdullah Fahd Al Odah, et al v. United States, in connection with the lawsuit Fawzi Khalid Abdullah Fahd Al Odah, et al v. United States, et al. in the Supreme Court of the United States, and in connection with the lawsuit in the U.S. District Court for the District of Columbia captioned International Counsel Bureau and Pillsbury, Winthrop, Shaw, Pittman, LLP, et al. v. United States Department of Defense.",67,172,True,95
163,IDA Ireland,Wilton Park House Wilton Place,Dublin,,Ireland,"IDA Ireland in the USA has offices in New York, Chicago, Atlanta and Mountain View, Ca. We are an agency seeing to direct investment of U.S. companies into Ireland. We respond to inquiries from companies and professional advisors regarding manufacturing, business services and research development opportunities activities in Ireland",68,163,True,96
262,Quebec Government (Ministry Of International Relations); National Affairs; Governmental Relations an,,,,Canada, ,69,262,True,97
225,Moroccan National Tourist Office Headquarter In Morroco,Angle Rue Owed El Makhazine Et Rue Zalaga,Asdal-Rabat,,Morocco,"Activities: - Promoting Morocco as touristic destination - Giving touristic information to tourists, to travel agencies, journalists - Attending trade shows - Organising Press & Fan trips to Morocco.",70,225,True,98
182,Japan External Trade Organization (JETRO),"P.O Box 528, Ark Mori Bldg. 12-32, Akasaka, 1-chome","Minatoku, Tokyo",,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is an administrative agency dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains offices in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S.-Japan economic and trade relations and engage in various activities to promote trade and direct investment between Japan and the United States. JETRO offices in the United States are believed to serve similar functions as those of the United States Trade Center (of the United States Department of Commerce) established in Japan. As the San Francisco-based office of JETRO, JETRO San Francisco provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business as well as U.S. Japanese economic and trade relations.  JETRO San Francisco also monitors the development of U.S. economic and market conditions for JETRO.",71,182,True,99
182,Japan External Trade Organization (JETRO),,Tokyo,,Japan,"Japan External Trade Organization (JETRO), established by a special law in Japan, is an administrative agency dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United states, JETRO currently maintains offices in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S. Japan economic and trade relations and engage in various activities to promote trade and direct investment between Japan and the United States. JETRO Offices in the United States are believed to serve similar functions as those of the United States Trade Center (of the United States Department of Commerce) established in Japan. As the San Francisco-based office of JETRO, JETRO San Francisco provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business as well as U.S.-Japanese economic and trade relations.  JETRO San Francisco also monitors the development of U.S. economic and market conditions for JETRO.",72,182,True,100
182,"Japan External Trade Organization (JETRO), Tokyo, Japan",:  Ark Mori Building  1-12-32 Akasaka,"Minatoku, Tokyo",,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is an independent administrative agency under the supervision of the Government of Japan, dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains offices in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S-Japanese economic and trade relations and engage in various activities to promote trade and direct investment between Japan and the United States. JETRO offices in the United States are believed to serve similar functions as those of the United States Trade Center (of the U.S. Department of Commerce) established in Japan. As the Los Angeles-based office of JETRO, JETRO Los Angeles provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business as well as U.S. Japanese economic and trade relations. JETRO Los Angeles also monitors the development of U.S. economic and market conditions for JETRO.",73,182,True,101
40,"City of Yokohama, Kanagawa, Japan","1-1 Minato-cho, Naka-ku","Yokohama, Kanagawa 231-0017",,Japan,"JETRO Los Angeles also serves as a branch office of the City of Yokohama Government. As such, JETRO Los Angeles engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Yokohama Government. As part of such activities, JETRO Los Angeles provides information and materials relating to the City of Yokohama Government. It also monitors U.S. economic and market conditions for the City of Yokohama Government.",73,40,True,102
182,"Japan External Trade Organization(JETRO) Tokyo, Japan",,,,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is a non-profit, Japanese-government supported organization dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains officers in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S.-Japan economic and trade relations and engage in various activities to promote a mutual understanding of U.S.-Japan economic and trade relations. The functions of JETRO's U.S. Offices are believed to be similar to those of the United States Trade Center (of the United States Department of Commerce) established in Japan. As the Chicago based office of the Japan External Trade Organizer (JETRO), JETRO Chicago provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business as well as U.S. Japanese economic and trade relations.  JETRO Chicago also monitors the development of U.S. economic and market conditions for JETRO.",74,182,True,103
182,Japan External Trade Organization (JETRO),,Tokyo,,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is a non-profit, Japanese-government supported organization dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains officers in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S.-Japan economic and trade relations and engage in various activities to promote a mutual understanding of U.S.-Japan economic and trade relations. The functions of JETRO's U.S. Offices are believed to be similar to those of the United States Trade Center (of the United States Department of Commerce) established in Japan. As the Chicago- based office of the Japan External Trade Organization (JETRO), JETRO Chicago provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business as well as U.S.-Japanese economic and trade relations.  JETRO Chicago also monitors the development of U.S. economic and market conditions for JETRO.",75,182,True,104
38,City of Osaka,,Osaka,,Japan,"JETRO Chicago also serves as branch office of the City of Osaka, Japan. As such, JETRO Chicago engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Osaka. As part of such activities, JETRO Chicago provides information and materials relating to the City of Osaka. It also monitors U.S. economic and market conditions for the City of Osaka.",75,38,True,105
86,ENIT - Agenzia Nazionale del Turismo (Italian Government Tourist Board),Via Marghera 2,Rome,,Italy,"ENIT - Agenzia Nazionale del Turismo is an entity wholly operated by the Administration of the Republic of Italy, with headquarters located in Rome and 26 Delegations abroad, three of which are in the U.S. The latter ones acting under the covenants of the New York Convention of International Tourism signed June 4, 1954 and signed by the Italian Government in 1957. This Delegation, aka the Italian Government Tourist Board, covering the Western U.S., is composed of one Italian Government employee holding service passport with visa status A2, regularly notified to the Department of State in Washington, D.C. through the Italian Embassy. This ENIT office is not engaged in any commercial or political activity and its sole purpose is the promotion of travel to Italy, offering services free-of-charge to the tour operators, travel agents, carriers and other travel related associations catering to Americans traveling abroad.  Moreover, ENIT provides upon request, information to the public regarding tour facilities and other attractions in Italy.  Accordingly, during the six-month reporting period, representatives of the U.S. travel industry cooperated in the organization of exhibitions, events and other functions.",76,86,True,106
354,Tourism Authority Of Thailand,,,,Thailand,,77,354,True,107
288,Singapore Economic Development Board,,,,Singapore,"The activities and services of the Singapore Economic Development Board continue to be the promotion of direct industrial investment and marketing opportunities in Singapore, dissemination of information relating to the economic and business conditions in Singapore and providing general assistance to the US companies establishing business operations (i.e. manufacturing facilities, joint venture operations at subcontracting and/or licensing agreements with Singapore companies, regional sales/marketing offices in Singapore. The Singapore Economic Development Board has disseminated various publications (printed in Singapore) to US corporations with the purpose of describing the positive climate.",78,288,True,108
6,Alpine Tourist Commission,,,,Switzerland,"Insert placement of advertisement in Consumer travel magazines (National Geographic Traveler, Sherman's Travel). Distribution of monthly e-newsletter to consumers and general public. Destination targeted banners. Destination targeted banner on NationalGeographic.com. Destination targeted banner on AOL Travel. Destination targeted banner on Yahoo.com. Advertisement in National Geographic Traveler. Advertisement in Budget Travel Magazine. Advertisement in Sierra Club Magazine October 2007 issue. Product presentation and participation at the Adventure Travel Symposium in Whisler, Canada, in November 2007 in cooperation with partners from the Alpine countries.",79,6,True,109
6,Alpine Tourist Commission,,,,Switzerland,"- Insert placement of advertisement in Consumer travel magazines (National Geographic Traveler, Sherman's Travel magazine, Preservations magazine). - Distribution of monthly e-newsletter to consumers and general public. - Destination targeted banner on NationalGeographic.com. - Destination targeted banner on Eyeblaster Network. - Destination targeted banner on Yahoo.com. - Destination targeted banners on Mountain Getaways. - Advertorial (full page) in Sherman's Travel magazine. - E-mail blast ""OntheSnow.com"" on September 4,2008. - Product presentation and participation at the Mountain Travel Symposium in Vail, Colorado, in April 2008 in cooperation with partners from the Alpine countries.",80,6,True,110
221,"Ministry of Small Enterprise, Trade and Tourism",,,,Romania,"Information services for the U.S. travelers, Public Relations and Marketing for Romania. Principal: Ministry of Small Enterprise, Trade and Tourism.",81,221,True,111
159,Hong Kong Tourism Board,,,,Hong Kong,"Distributed promotional material and provided information to all segments of the travel industry and traveling public. Also participated in trade shows, promotions, travel seminars with other tourist offices, wholesalers transpacific air and carries.",82,159,True,112
109,The Government of the Republic of Angola,"210 16th Street, NW",Washington,DC,Angola,We advised the Government of the Republic of Angola on U.S. Angolan bilateral issues.,83,109,True,113
236,Order of Malta,Magistral Palace Via Condotti 6,Rome,,Italy,Have advised the Order of Malta on matters related to objective of having the President designate a Personal Representative to the Order of Malta.,83,236,True,114
77,Embassy of the People's Republic of China,,,,China,Administered firm's representation of this client. Met with Legislative and Executive Branch officials to discuss bilateral issues of importance.,83,77,True,115
323,The Embassy of the Republic of Peru,,,,Peru,Counseled the foreign principal on U.S. - Peru Free Trade Agreement.,83,323,True,116
