1481,Ruder Finn Inc,2008-03-31,301 E 5th St,NY,NY,10022,58
1481,Ruder Finn Inc,2008-09-30,301 E. 57th St,NY,NY,10022,59
1619,Korea Trade Promotion Center,2008-04-30,460 Park Ave 14th Fl,New York,NY,10022,60
1643,JETRO New York,2008-06-30,1221 Ave of the Americas,New York,NY,10020,61
1699,The Office Of Tibet,2008-03-31,241 East 32nd Street,New York,NY,10016,65
1699,The Office Of Tibet,2008-09-30,241 East 32nd Street,New York,NY,10016,66
1750,"Arnold & Porter, LLP",2008-06-30,555 Twelfth Street NW,Washington,DC,20004,67
1770,IDA Ireland,2008-01-31,345 Park Ave. 17th Fl,N.Y.,NY,10154,68
1787,Quebec Government House,2008-06-30,One Rockefeller Plaza Suite 2600,New York,NY,10020,69
1793,Moroccan National Tourist Office,2008-06-30,104 West 40th Street Ste 1820,New York,NY,10018,70
1813,JETRO San Francisco,2008-03-31,"201 3rd Street, Suite 1010",San Francisco,CA,94103,71
1813,JETRO San Francisco,2008-09-30,"201 3rd Street, Suite 1010",San Francisco,CA,94103,72
1833,"JETRO, Los Angeles",2008-06-30,"S. Figueroa St., Suite 2650",Los Angeles,CA,90017,73
1850,JETRO Chicago,2008-02-29,E Wacker Drive Suite 600,Chicago,IL,60601,74
1850,JETRO Chicago,2008-08-31,1 E Wacker Dr Suite 600,Chicago,IL,60601,75
1884,Italian Government Tourist Board,2008-06-30,12400 Wilshire Blvd. Suite 550,Los Angeles,CA,90025,76
1897,Tourism Authority Of Thailand,2008-06-30,61 Broadway Suite 2810,NYC,NY,10006,77
2003,Singapore Economic Development Board,2008-02-29,55 East 59th Street,New York,NY,10022,78
2052,Alpine Tourist Commission,2008-03-31,C/O Austrian Tourist Office Inc 120 West 45th Street. 9th Floor,New York,NY,10036,79
2052,Alpine Tourist Commission,2008-09-30,c/o Austrian Tourist Office 120 West 45 Street 9th Floor,New York,NY,10036,80
2093,Romanian Tourist Office,2008-06-30,Romanian Tourist Office 355 Lexington Ave Fl 10,New York,NY,10017,81
2110,Head Office In The United States Hong Kong Tourism,2008-04-30,"10940 Wilshire Blvd., Ste 2050",Los Angeles,CA,90024,82
2165,Patton Boggs LLP,2008-06-30,"2550 M Street, NW",Washington,DC,20037,83
2178,Tourism Authority of Thailand,2008-06-30,611 North Larchmont Blvd 1st Floor,Los Angeles,CA,90004,84
2181,Hong Kong Trade Development Council Inc.,2008-07-31,219 East 46th Street,NY10017,NY,10017,85
2209,Mexico Tourism Board,2008-06-30,1880 Century Park East Suite 511,Los Angeles,CA,90067,86
2216,Max N. Berry,2008-04-30,3213 O St NW,Washington,DC,20007,87
2244,Hogan & Hartson LLP,2008-03-31,"555 Thirteenth Street, N.W.",Washington,DC,20004,88
2244,Hogan & Hartson LLP,2008-08-31,"555 Thirteenth Street, N.W.",Washington,DC,20004,89
2277,"JETRO, Houston",2008-03-31,1221 McKinney Street - Suite 4141,Houston,TX,77010,90
2277,"Jetro, Houston",2008-09-30,1221 McKinney Street - Suite 4141,Houston,TX,77010,91
2278,"World Zionist Organization_American Section, Inc.",2008-06-30,533 Third Ave. (21st. F11),New York,NY,10017,92
2327,Monaco Government Tourist Office,2008-03-31,565 Fifth Avenue 23rd Floor,New York,NY,10017,93
2327,Monaco Government Tourist Office,2008-09-30,565 Fifth Avenue 23rd Floor,New York,NY,10017,94
2329,India Tourism,2008-04-30,1270 Avenue Of Americas Suite 1808,New York,NY,10020,95
2329,India Tourism,2008-10-31,1270 Avenue Of Americas Suite 1808,New York,NY,10020,96
2331,Malaysian Industrial Development Authority,2008-06-30,875 N Michigan Avenue Suite 1515,Chicago,IL,60611,97
2350,Japan National Tourist Organization,2008-01-31,515 S Figueroa St #1470,Los Angeles,CA,90071,98
2358,The French Film Office/Unifrance USA,2008-01-31,972 Fifth Avenue,New York,NY,10075,99
2358,The French Film Office/Unifrance USA,2008-07-31,972 Fifth Avenue,New York,NY,10075,100
2370,Costa Rican Board Of Trade,2008-02-29,108 East 66th Street 6th Floor,New York,NY,10065,101
2370,Costa Rican Board of Trade,2008-08-31,108 East 65th Street 6th Floor,New York,NY,10065,102
2414,Singapore Tourism Board,2008-03-31,5670 Wilshire Blvd Suite 1550,Los Angeles,CA,90036,103
2414,Singapore Tourism Board,2008-09-30,5670 Wilshire Blvd Suite 1550,Los Angeles,CA,90036,104
2438,Kobe Trade Information Office,2008-01-31,"1001 Fourth Avenue, Suite 2328",Seattle,WA,98154,105
2438,Kobe Trade Information Office,2008-07-31,"1001 Fourth Avenue, Suite 2328",Seattle,WA,98154,106
2469,Burson-Marsteller,2008-04-30,1110 Vermont Avenue NW,Washington,DC,20005,107
2500,Government of the Cayman Islands Dept of Tourism,2008-03-31,PO Box 67 GT Regatta Office Park Grand Cayman,Cayman Islands,KY,11102,108
2510,Malaysia Tourism Promotion Board,2008-04-30,"818 West Seventh St., Suite 970",Los Angeles,CA,90017,109
2526,Meat and Wool New Zealand,2008-01-31,1483 Chain Bridge Road Suite 300,McLean,VA,22101,110
2526,Meat and Wool New Zealand,2008-07-31,"1483 Chain Bridge Road, Suite 300",McLean,VA,22101,127
2544,Korea National Tourism Organization,2008-04-30,5509 Wilshire Blvd #201,Los Angeles,CA,90036,128
2614,Korea National Tourism Organization,2008-04-30,2 Executive Drive Suite 750,Fort Lee,NJ,07024,129
2619,Representative of the Turkish Republic of Northern Cyprus,2008-04-30,"821 United Nations Plaza, 9th Floor",New York,NY,10017,130
2668,St Lucia Tourist Board,2008-03-09,800 Second Ave. Suite 910,New York,NY,10017,131
2686,"Korea International Trade Association, Inc.",2008-05-31,460 Park Ave. Suite 400,New York,NY,10022,132
2759,White & Case LLP,2008-03-31,1155 Avenue of Americas,New York,NY,10036,133
2759,White & Case LLP,2008-09-30,1155 Avenue of the Americas,New York,NY,10036,134
2796,St Lucia National Development Corp,2008-06-30,800 2nd Ave Fl. 9,NY,NY,10017,135
2863,Iceland Tourist Board,2008-02-29,655 3rd Ave,New York,NY,10017,136
2867,Jay Donald Hastings,2008-03-31,1676 Parkview Dr. NE,Bainbridge Island,WA,98110,137
2975,India Trade Promotion Organisation,2008-04-09,"Suite 824, Lincoln Building 60 East, 42nd Street",New York,NY,10165,138
2985,Far East Trade Service Inc,2008-06-30,"5201 Great America Pkwy, Ste 306",Santa Clara,CA,95054,139
3013,Scottish Enterprise (doing business as Scottish De,2008-05-31,28 State Street Suite 2300,Boston,MA,02109,140
3028,Dickstein Shapiro LLP,2008-06-30,"1825 Eye St., NW",Washington,DC,20006,141
3047,Garvey Schubert Barer A Partnership of Professiona,2008-02-29,1191 Second Avenue,Seattle,WA,98101,258
3047,Garvey Schubert Barer A Partnership of Professiona,2008-08-31,1191 Second Avenue,Seattle,WA,98101,143
3069,Korea National Tourism Organization,2008-06-30,737 N. Michigan Ave. Suite 910,Chicago,IL,60611,144
3131,"M. Silver Associates, Inc.",2008-01-31,"747 Third Avenue, 23rd Fl.",New York,NY,10017,145
3131,"M. Silver Associates, Inc.",2008-07-31,"747 Third Avenue, 23rd Floor",New York,NY,10017,146
3196,Manufactured Imports and Investment Promotion Organization (MIPRO),2008-02-29,"2501 M Street, N.W., Suite 350",Washington,DC,20037,147
3301,"Hill & Knowlton, Inc.",2008-05-31,607 14th Street NW Suite 300,Washington,DC,20005,148
3318,China National Tourist Office,2008-06-30,370 Lexington Ave. Ste 912,New York,NY,10017,149
3327,Korea Economic Institute of America,2008-02-29,"1201 F Street, NW Suite 910",Washington,DC,20004,150
3327,Korea Economic Institute of America,2008-08-31,"1800 K Street, NW Suite 1010",Washington,DC,20006,237
3427,Jones Day,2008-06-30,"51 Louisiana Avenue, N.W.",Washington,DC,20001,152
3457,China Daily Distribution Corporation,2008-04-30,"15 E. 40th Street, Suite 902",New York,NY,10016,153
3477,Small Business Corporation-USA Office,2008-05-31,"120 Sylvan Avenue, Suite 301",Englewood Cliffs,NJ,07632,154
3634,Daniel J. Edelman,2008-01-31,"1875 1st, NW, Ste. 900",Washington,DC,20006,155
3634,Daniel J. Edelman,2008-07-31,"1875 I St., NW, Ste 900",Washington,DC,20006,156
3652,"Taiwan Trade Center, New York Inc.",2008-02-29,"1 Penn Plaza, Suite 3410",New York,NY,10119,157
3652,"Taiwan Trade Center New York, Inc.",2008-08-31,"1 Penn Plaza, Suite 3410",New York,NY,10119,158
3657,"Daniel J. Edelman, Inc.",2008-03-31,1500 Broadway,New York,NY,10036,571
3690,"International Trade & Development Agency, Inc.",2008-06-30,2111 Jeff Davis Highway,Arlington,VA,22202,163
3690,"International Trade & Development Agency, Inc.",2008-06-30,2111 Jeff Davis Highway,Arlington,VA,22202,165
3712,DLA Piper US LLP,2008-02-29,"500 8th Street, NW",Washington,DC,20004,573
3712,DLA Piper LLP (US),2008-08-31,500 8th Street NW,Washington,DC,20004,574
3718,Holland & Knight LLP,2008-02-29,"2099 Pennsylvania Avenue, NW",Washington,DC,20006,245
3731,Sidley Austin LLP,2008-03-31,One South Dearborn St.,Chicago,IL,60603,169
3731,Sidley Austin LLP,2008-09-30,One South Dearborn St.,Chicago,IL,60603,170
3790,Halpern Associates,2008-03-31,14361 Old Hickory Blvd,Ft Myers,FL,33912,171
3790,Halpern Associates,2008-09-30,14361 Old Hickory Blvd,Ft Myers,FL,33912,172
3844,The North of England,2008-06-30,444 N Michigan Ave Suite 3350,Chicago,IL,60611,173
3971,Levine & Company,2008-04-29,7100 Millwood Drive,Bethesda,MD,20817,174
3988,"C&M International, Ltd.",2008-05-31,"1001 Pennsylvania Avenue, N.W.",Washington,DC,20004,175
4069,Jetro Atlanta,2008-06-30,"245 Peachtree Center Ave Marquis I Tower, Ste 2208",Atlanta,GA,30303,176
4182,Gibraltar Government Office of Washington,2008-04-30,1156 Fifteenth Street Suite 11,Washington,DC,20005,177
4184,"Saudi Refining, Inc.",2008-04-30,9009 West Loop South Suite 10158,Houston,TX,77096,178
430,Bermuda Department of Tourism,2008-06-30,675 Third Avenue 20th Floor,New York,NY,10017,179
4364,Invest Northern Ireland,2008-04-30,545 Boylston Street Ste 801,Boston,MA,02116,180
4419,"Deutsche Telecom, Inc.",2008-04-30,101 East 52nd St. 17th Floor,New York,NY,10022,181
4450,Tourism New South Wales,2008-06-30,6100 Center Dr. Suite 810,Los Angeles,CA,90292,182
4460,Robert Winthrop Johnson II,2008-01-31,"Balch & Bingham LLP 801 Pennsylvania Avenue, NW, Suite 325",Washington,DC,20004,252
